0,1,2,3,4,5,6,7,8
11,conference,"회의, 회담",67.0,vacation,휴가,123.0,reference number,조회번호
12,schedule,~을 예정하다,68.0,a letter of gratitude,감사편지,124.0,regional allowance,특별 근무지 수당
13,include,포함하다,69.0,check out,"(책을) 대여하다, 빌리다",125.0,regular working hours,정규 근무 시간
14,result,"결과, (~의 결과로) 되다",70.0,child care,"육아, 보육",126.0,retirement party,은퇴 기념 파티
15,register,등록하다,71.0,don't have nerve to do,~할 용기가 없다,127.0,retirement plan,퇴직 연금 제도
16,require,요구하다,72.0,give a raise,임금을 인상해주다,128.0,salary and benefits,급여와 복리후생
17,grateful,"고마워하는, 감사하는",73.0,going away party,송별회,129.0,sheltered housing,(노인·장애인)보호 시설
18,overtime,"초과 근무, 야근",74.0,it's about time,~할 때이다,130.0,sick leave,병가
19,responsibility,"부담, 책임, 의무",75.0,it's no use-ing,~해봤자 소용없다,131.0,strong-willed,"의지가 강한, 완고한"
20,assent,"찬성하다, 승인, 동의",76.0,job satisfaction,업무 만족도,132.0,time-off,"결석, 휴가"
21,regard,"~을 -으로 간주하다, 여기다, 관심, 배려",77.0,just in case,"~할 경우를 대비해, 만일을 위해서",133.0,welfare,복지
22,tentative,"임시적인, 잠정적인",78.0,keep A up to date,A에게 최근 소식을 계속 알려주다,134.0,work environment,"작업환경, 근무환경"
23,welcome,"반가운, 기꺼이 받아들여지는, 환영하다, 맞이하다",79.0,know like the back of one's hand,A를 아주 잘 알고 있다,135.0,working condition,근무조건
24,function,"행사, 연회",80.0,miserable,"비참한, 슬픔",136.0,distort,왜곡하다
25,commence,시작되다,81.0,paid leave,유급 휴가,137.0,fringe benefits,부가 급부
26,objective,"목표, 목적",82.0,pick up one's paycheck,급여를 수령하다,138.0,give in,"굴복하다, 양보하다"
27,excited,"신이 난, 들뜬",83.0,pity,"유감, 동정",139.0,straightforward,정직한; 간단한
28,reimbursement,"상환, 변제, 배상",84.0,privately,개인적으로,140.0,nursing,"간호, 간호학"
29,treatment,"대우, 처우",85.0,psychological,정신적인,141.0,cut benefits,"복리후생을 줄이다, 수당을 줄이다"
30,honor,"존경, 명예",86.0,put in some overtime,초과근무를 하다,142.0,flatter,"아첨하다, 듣기 좋은 칭찬을 하다"
31,emphasize,강조하다,87.0,safety drill,안전훈련,143.0,sabotage,(고의적인) 방해 행위
32,entry,"(경기 등의) 참가자, 출품물",88.0,sensitivity,감수성,144.0,hearty,마음에서 우러난; (음식의 양이) 풍부한
33,bonus,"상여금, 보너스",89.0,show around,"안내하다, 관광 시키다",145.0,spry,"기운찬, 활발한"
34,salary,급여,90.0,stacks of books,"서고, 서가",146.0,flextime,자율 근무 시간제
35,earn,"(금전 등을)벌다, (평판을) 받다, 얻다",91.0,surprisingly,놀랍게도,147.0,yearn,열망하다
36,arise,"(문제 등이) 발생하다, 일어나다",92.0,take place,"일어나다, 발생하다",148.0,chronological,"시간 순의, 연대 순의"
37,labor,"노동, 일하다, 노동하다",93.0,take some time off,"휴식을 취하다, 일을 쉬다",149.0,severance pay,퇴직금
38,union,노동조합,94.0,terribly,"몹시, 형편없이",150.0,commemorate,기념하다
39,existing,"기존의, 현행의",95.0,terrific,훌륭한,151.0,maternity leave,출산 휴가
40,exploit,"착취하다, 부당하게 이용하다",96.0,the next best,차선,152.0,nursery,"유아원, 놀이방; 보육"
41,application,"지원, 신청",97.0,thrilling,"짜릿한, 흥분되는",153.0,pique,"화, 불쾌"
42,award ceremony,시상식,98.0,credit A with B(credit B to A),B를 A의 공으로 믿다,154.0,get reimbursed for,~을 환급 받다
43,chat,"담소, 담소를 나누다",99.0,intentionally,"고의로, 의도적으로",155.0,conjunction,"연합, 공동"
44,clap,"박수, 손뼉 치다",100.0,meanwhile,"그동안에, 한편",156.0,misuse,"오용, 악용"
45,get paid,급여를 받다,101.0,respectfully,"공손하게, 정중하게",157.0,knock off,업무를 마치다
46,grab,"잡다, 움켜쥐다",102.0,sign up,"등록하다, 참가하다",158.0,exhibitor,(전시회의) 출품자
47,group,(그룹으로) 나누다,103.0,unused,사용하지 않은,159.0,labor costs,인건비
48,hook,"걸이, ~에 걸다",104.0,be tired of,~에 실증이 나다,160.0,off-peak,"한산할 때의, 비수기의"
49,introduction,"도입, 소개",105.0,biannual,연 2회의,161.0,discriminate,차별하다
50,learning center,교육 센터,106.0,charitable,자선의,162.0,kindhearted,친절한
51,loudspeaker,확성기,107.0,course of study,교육과정,163.0,salary review,연봉 심사
52,lounge,대합실,108.0,depressed,낙담한,164.0,second,"찬성하다, 지지하다"
53,management seminar,경영 세미나,109.0,extra pay,추가급여,165.0,citation,"인용구, 인용, 표창장"
54,smoking section,흡연 구역,110.0,featured speaker,특별 연사,166.0,labor dispute,"노동 쟁의, 노사 분규"
55,take a vacation,휴가를 얻다,111.0,generous,관대한,167.0,goodwill,호의
56,wallpaper,벽지,112.0,laugh away,~을 웃음으로 넘기다,168.0,,
DAY24,,,,,,,,
,,,,,,,,
1,appoint,"임명하다, 지명하다",57.0,scatter,흩뿌리다,113.0,dismissal,해고
2,appraisal,평가,58.0,send out,배부하다,114.0,empower,~에게 권한을 부여하다
3,promote,"승진시키다, 촉진하다",59.0,yell,소리치다,115.0,go forward,앞으로 나아가다
4,skilled,"숙련된, 노련한",60.0,appointment,"약속, 임명",116.0,heighten,높이다
5,radically,"완전히, 철저히",61.0,characteristic,"특징, 특성",117.0,immigrant,이주자
6,exceptional,"뛰어난, 예외적인",62.0,helping,"도움의, (음식물) 한 그릇",118.0,initiative,"계획, 진취성"
7,appreciation,감사,63.0,hopeful,"희망에 찬 ,기대하는",119.0,inter department,부서간의
8,evaluate,평가하다,64.0,level,"(사회적) 지위, 수준",120.0,job cutback,인력감축
9,suggest,"제안하다, 추천하다",65.0,resign,"사직하다, 물러나다",121.0,lay off,해고하다
10,preference,선호,66.0,role,역할,122.0,named representative,지명된 대표자
11,management,"경영진, 경영",67.0,safeguard,"예방 수단, 안전장치",123.0,new appointment,"새로 임명함, 신임"
12,predict,예측하다,68.0,throughout the day,하루 종일,124.0,official title,공식 직함
13,transfer,"보내다, 전근시키다",69.0,view,"견해, ~이라고 여기다",125.0,on the recommendation of,~의 추천으로
14,award,"상, (상 등을)수여하다",70.0,arm in arm,"팔짱을 끼고, 제휴하여",126.0,pass up,"(기회 등을) 거절하다, 포기하다"
15,mandatory,의무적인,71.0,experienced employee,경력이 있는 직원,127.0,preach,"설교하다, 충고하다"
16,competent,"유능한, 능숙한",72.0,face away from,~으로부터 고개를 돌리다,128.0,predecessor,전임자
17,performance,"실적, 성과, 공연, 연주, 연기",73.0,fill in for,"~를 대신하다, ~의 일을 대신봐주다",129.0,provincial,지방의
18,reward,"~에 보답하다, 보상하다, 보상, 포상",74.0,get a promotion,승진하다,130.0,push back,연기하다
19,search,"찾기, 수색, 조사",75.0,give A an advance,A에게 가불해주다,131.0,ritual,"(정규)행사, 반드시 지키는 일"
20,inexperienced,"경험 없는, 미숙한",76.0,kneel,무릎을 꿇다,132.0,run for,~에 입후보하다
21,early,"시간상 이른, 조기의",77.0,language acquisition,언어습득,133.0,speck,작은 얼룩
22,designate,"지명하다, 지정하다",78.0,move over one seat,자리를 한 칸 옮기다,134.0,supervisory,"감독의, 관리의"
23,executive,"경영의, 관리의",79.0,move up,승진하다,135.0,turn away,내쫓다
24,dedication,헌신,80.0,newly arrived,새로 부임한,136.0,underestimate,과소평가하다
25,unanimously,만장일치로,81.0,obviously qualified,명백히 자격을 갖춘,137.0,understaffed,인원부족의
26,progress,"진행, 진척, 진전",82.0,pavilion,전시관,138.0,in one’s grasp,~의 수중에
27,congratulate,축하하다,83.0,personnel management,인사관리,139.0,gratis,무료로
28,dismiss,"해임하다, 해고하다",84.0,rear,뒤,140.0,intent,"의지, 목적"
29,independence,독립성,85.0,regional director,지사장,141.0,shred,갈기갈기 찢다
30,participation,"참여, 참가, 가입",86.0,reposition,~의 위치를 바꾸다,142.0,delicate,"민감한, 세심한 주의가 필요한"
31,praise,칭찬,87.0,retiree,퇴직자,143.0,scheme,계획
32,accomplishment,"성과, 업적",88.0,retirement,"은퇴, 퇴직",144.0,scuff,마모시키다
33,deliberation,"토의, 심의",89.0,senior executive,고위간부,145.0,immensity,"광대함, 엄청난 크기"
34,leadership,"리더십, 지도력",90.0,spare key,여분의 열쇠,146.0,underpass,지하도
35,retire,"퇴직하다, 은퇴하다",91.0,take early retirement,조기 퇴직하다,147.0,miscellaneous,다양한
36,nomination,"임명, 지명",92.0,take note,주목하다,148.0,perpetual,끊임없이 계속되는
37,reorganize,"재편성하다, 재조직하다",93.0,take one's place,~의 자리를 차지하다,149.0,lingering,"오래 끄는, 오래 가는"
38,serve,"일하다, 근무하다",94.0,take over,인수하다,150.0,tolerant,"관대한, 아량 있는"
39,encouragement,격려,95.0,achiever,크게 성공한 사람,151.0,demote,강등 시키다
40,resignation,"사임, 사직, 사직서",96.0,admired,존경받는,152.0,plunge,떨어지다
41,strictly,엄격히,97.0,as a result of,~의 결과로서,153.0,disorient,혼란스럽게 하다
42,accept and award,상을 받다,98.0,elect,선출하다,154.0,reinstate,복직시키다
43,anniversary celebration,기념일 축하 행사,99.0,incompetent,무능한,155.0,degrade,(품위·지위 등을) 떨어 뜨리다
44,fire,해고하다,100.0,knowledgeable,아는 것이 많은,156.0,cordially,"진심으로, 성심성의껏"
45,flash,"번쩍임, 섬광",101.0,namely,"즉, 다시 말해",157.0,lose oneself in,~에 몰두하다
46,go downstairs,아래층으로 내려가다,102.0,nearby,인근의,158.0,salute,"경례하다, 인사하다"
47,greenhouse,온실,103.0,nominate,"지명하다, 추천하다",159.0,upbeat,낙관적인
48,gymnasium,체육관,104.0,promotion,승진,160.0,in defiance of,~에 반항하여
49,job title,직함,105.0,put in for,~을 신청하다,161.0,forage,찾아다니다
50,knob,손잡이,106.0,recommendable,추천할 수 있는,162.0,deploy,배치하다
51,ladder,사다리,107.0,specially,특별히,163.0,hurdle,"곤란한 문제, 장애"
52,lengthy,"(시간이)긴, 오랜",108.0,stand in for,"~의 대리를 맡다, ~를 대신하다",164.0,dignitary,고위 인사
53,move around,돌아다니다,109.0,state,"상태, 진술하다",165.0,designation,"지정, 지명"
54,plan,"계획, 계획을 세우다",110.0,tech-savvy,최신 기술을 잘 아는,166.0,incumbent,현직의
55,point at,~을 가리키다,111.0,undoubtedly,"의심할 여지 없이, 틀림없이",167.0,extraordinary feat,놀랄만한 업적
56,scale,"규모, 저울",112.0,aspire to,~을 갈망하다,168.0,irreversible,되돌릴 수 없는
DAY25,,,,,,,,
,,,,,,,,
1,congestion,"(교통의)체증, 혼잡",57.0,traffic light,교통 신호(등),113.0,toll price,통행료
2,alleviate,완화하다,58.0,wall,벽,114.0,traffic jam,교통정체
3,divert,"우회시키다, 다른 곳으로 돌리다",59.0,wash the car,세차하다,115.0,walk through,~을 통과해 걷다
4,detour,우회,60.0,wheel,바퀴,116.0,walking distance,걸어서 갈 수 있는 거리
5,fuel,연료,61.0,access to,~에의 접근,117.0,walkway,통로
6,malfunction,"오작동, 기능 불량",62.0,cite,언급하다,118.0,windshield,바람막이 창
7,permit,"허락하다, 허가증",63.0,hood,"(자동차의)보닛, 덮개",119.0,creation,창조
8,transportation,"교통 (수단), 운송 수단",64.0,inside,"~의 안에, 이내에",120.0,motivate,"동기를 부여하다, 자극하다"
9,opportunity,기회,65.0,route,노선,121.0,normal,"정상, 표준"
10,clearly,명확히,66.0,sharp,"뾰족한, 예리한",122.0,still,"조용한, 정지한, 여전히"
11,ongoing,계속 진행 중인,67.0,solve,해결하다,123.0,traffic signal,교통 신호
12,detailed,상세한,68.0,stand,서다,124.0,valuable,"소중한, 귀중한"
13,alternative,"대안, 대체, 다른, 대신의",69.0,across the street,길을 가로질러,125.0,volunteer,자원봉사자
14,obtain,"획득하다, 얻다",70.0,around the corner,"길모퉁이에, 임박한, 매우 가까이에 있는",126.0,at full speed,전속력으로
15,designated,지정된,71.0,be closed to traffic,왕래를 금하다,127.0,clear A from B,A를 B에서 치우다
16,intersection,"교차로, 교차 지점",72.0,be held up in traffic,교통체증에 걸리다,128.0,collide,충돌하다
17,equip,"갖추다, 설비하다",73.0,be lined with,줄지어 있다,129.0,congested,"(사람·교통이) 붐비는, 혼잡한"
18,commute,통근하다,74.0,broadcast,"방송하다, 방송",130.0,encounter,"(우연히) 만나다, (문제에) 부닥치다"
19,downtown,"시내에서, 도심지로",75.0,bypass,우회로,131.0,move forward,앞으로 나아가다
20,automotive,자동차의,76.0,carpool,승용차 함께 타기를 하다,132.0,principal(=primary),"주요한, 주된, (단체의)장, 교장"
21,closure,폐쇄,77.0,come to a standstill,"멈추다, 정지하다",133.0,public transportation,대중교통
22,vehicle,"차량, 운송 수단",78.0,commuter,통근자,134.0,standing room,입석
23,platform,승강장,79.0,cross the street,길을 건너다,135.0,steering wheel,핸들
24,official,"공무원, 관리, 공식적인",80.0,direct traffic,교통정리를 하다,136.0,traffic congestion,교통체증
25,transit,"교통, 수송",81.0,driver's license,운전 면허증,137.0,compact car,소형차
26,fare,교통 요금,82.0,driveway,"차도, (집, 차고까지의) 진입로",138.0,towing service,견인 서비스
27,expense,"비용, 지출",83.0,driving direction,주행방향,139.0,pass by,지나가다
28,trust,"신뢰, 신임, 믿다, 신뢰하다",84.0,footrest(=footstool),발받침,140.0,pave,(도로를) 포장하다
29,head,"(~의 방향으로) 나아가다, 향하게 하다",85.0,get a ride,차를 얻어 타다,141.0,necessitate,~을 필요하게 만들다
30,drive,"(차 등을) 운전하다, 타고 가다, 조종하다",86.0,get lost,길을 잃다,142.0,conform,"(규칙 등에) 부합하다, 따르다"
31,fine,벌금,87.0,get to,~에 도착하다,143.0,fuel-efficient,연료 효율이 높은
32,pass,"지나가다, 통과하다",88.0,give A a ride,A를 태워주다,144.0,wagon,화물 기차
33,securely,"(매듭 등이) 단단하게, 튼튼하게",89.0,have a flat tire,타이어에 바람이 빠지다,145.0,ridership,"(공공 교통 기관의) 이용자 수, 승객 수"
34,prominently,"눈에 잘 띄게, 두드러지게",90.0,headlight,전조등,146.0,pull into,(배가 항구에) 서다
35,reserved,"예약된, 예약한, 지정된",91.0,land at the dock,부두에 정박하다,147.0,specialist,"전문가, 전공자"
36,average,"평균치, 평균",92.0,lane,차선,148.0,navigate,길을 찾다
37,collision,충돌,93.0,lean over the railing,난간 위로 기대다,149.0,opposition,"반대, 대항"
38,tow,(차를) 견인하다,94.0,license plate number,차량 번호,150.0,streetcar,전차
39,reverse,"뒤의, 반대의",95.0,lock the key in the car,열쇠를 차에 두고 잠그다,151.0,pedestrian,보행자
40,obstruct,"(전망 등을) 가리다, 차단하다; (도로 등을) 막다",96.0,make a stop,정지하다,152.0,bear,~을 몸에 지니다
41,bus stop,버스 정류장,97.0,make a transfer,"(차를) 갈아타다, 바꾸다",153.0,emphatic,"단호한, 강한"
42,busy street,붐비는 거리,98.0,march,행진하다,154.0,give off,방출하다
43,cab,택시,99.0,mileage,주행거리,155.0,passerby,행인
44,car rental,자동차 대여,100.0,navigation,"항해, 운항",156.0,spoke,바퀴살
45,crosswalk,횡단보도,101.0,one-way ticket,편도 차표,157.0,be towed away,(차가) 견인되다
46,free parking,무료 주차,102.0,parking garage,차고,158.0,sidewalk,보도
47,gas station,주유소,103.0,pathway,통행로,159.0,ramp,경사로
48,get off,"떠나다, 출발하다",104.0,push one's way through,~을 뚫고 지나가다,160.0,bicycle rack,자전거 보관대
49,hang,"걸다, 걸리다",105.0,ride away,타고가다,161.0,overnight express,심야 고속
50,heavy traffic,교통 혼잡,106.0,road sign,도로표지,162.0,drawbridge,도개교(위로 들어올리는 다리)
51,highway,고속도로,107.0,roadwork(=road construction),도로 공사,163.0,gratuity,"팁, 봉사료"
52,on foot,"걸어서, 도보로",108.0,shortcut,지름길,164.0,inconveniently,불편하게
53,park,주차하다,109.0,stop at a light,신호등에서 정지하다,165.0,carriage,차량
54,path,통행로,110.0,stop for fuel,주유소에 들르다,166.0,surround,"둘러싸다, 에워싸다"
55,subway station,지하철역,111.0,storage compartment,짐 싣는 곳,167.0,hastily,"급히, 서둘러서"
56,tour bus,관광버스,112.0,street sign,도로 표지판,168.0,refurbish,"개조하다, 새로 꾸미다"
DAY26,,,,,,,,
,,,,,,,,
1,delinquent,"(세금 등이) 연체된, 미불의",57.0,credit card number,신용 카드 번호,113.0,account payable,지급 계정
2,overdue,"(지불·반납 등의) 기한이 지난, 지불 기한이 넘은",58.0,float,(물에) 뜨다,114.0,bank account,계좌
3,regrettably,유감스럽게도,59.0,for a short time,잠깐 동안,115.0,be highly regarded,높이 평가되다
4,balance,"잔고, 차감 잔액",60.0,gesture,몸짓,116.0,be of particular interest to,~가 특별히 관심을 가질만하다
5,deposit,"입금하다, 예금하다",61.0,next to,~옆에,117.0,billing information,청구서 정보
6,investigation,조사,62.0,password,비밀번호,118.0,credit,신용
7,account,"계좌, 설명, 고려, (~의 이유를) 밝히다, 설명하다
(~의 비율을) 차지하다",63.0,coin,동전,119.0,creditor,채권자
8,statement,"명세서, 성명서",64.0,evening news,저녁 뉴스,120.0,currency,통화
9,amount,"액수, 약",65.0,generously,관대하게,121.0,debit card,(은행) 직불카드
10,withdrawal,(예금의)인출,66.0,in addition,게다가,122.0,debt,빚
11,previously,이전에,67.0,in addition to,~에 더하여,123.0,expiration date,만기일
12,due,"만기가 된, 지불기일이 된, 
(금전 등이)~에게 마땅히 지급되어야 할",68.0,in short,요컨대,124.0,financial history,신용거래실적
13,receive,"받다, 수취하다",69.0,thankful,"고맙게 생각하는, 감사하는",125.0,for the sake of,~을 위하여
14,expect,"예상하다, 기대하다",70.0,unnecessary,불필요한,126.0,forge,위조하다
15,certificate,"증명서, 증서",71.0,useful,유용한,127.0,forgery,위조하다
16,document,"서류, 문서, 기록하다, 문서를 작성하다",72.0,awfully,"대단히, 정말",128.0,forthcoming,다가오는
17,spending,"소비, 지출",73.0,bank loan,은행 대출금,129.0,midtown,(도심지와 시 외곽 사이의) 중간지대
18,successfully,성공적으로,74.0,bank teller,은행출납원,130.0,owe,빚지고 있다
19,bill,"~에게 청구서를 보내다, 청구서, 계산서",75.0,be amazed at,~에 놀라다,131.0,paid with,(특정한 결제수단으로) 지불된
20,pleasure,"즐거움, 기쁨, 영광",76.0,be caught in,"~에 붙잡히다, ~에 걸리다",132.0,PIN(personal identification number),개인 식별 번호
21,study,연구,77.0,be spread out,펼쳐져 있다,133.0,pop up,불쑥 나타나다
22,summary,"요약, 개요",78.0,every other day,"격일로, 이틀에 한 번",134.0,public holiday,공휴일
23,temporary,임시의,79.0,flawed,결함이 있는,135.0,reluctant,마음이 내키지 않는
24,lower,(양·가격을) 줄이다,80.0,foreign currency,외화,136.0,requisition,"요구, 요구서"
25,transaction,"거래, 업무",81.0,gaze into ,~을 뚫어지게 보다,137.0,scrutinize,세밀히 조사하다
26,double,두 배로 만들다,82.0,get a loan,대출을 받다,138.0,sustain,지속하다
27,identification,"신분증, 신분 증명서",83.0,give out,나눠주다,139.0,wire money to,~에게 송금하다
28,dissatisfaction,"불만, 불평",84.0,glance at,~을 힐끗보다,140.0,wire transfer,전신 송금
29,in common,"공통으로, 공동으로",85.0,go wrong with,~이 잘못되다,141.0,draw a check,수표를 발행하다
30,interest,"관심, 권리, 이자",86.0,hang out,시간을 보내다,142.0,direct deposit,은행 자동 이체
31,reject,"거절하다, 거부하다",87.0,have around,~을 가지고 다니다,143.0,remit,"송금하다, 면제해 주다"
32,relation,관계,88.0,if possible,가능하다면,144.0,collateral,"담보, 저당물"
33,tentatively,"임시로, 시험적으로",89.0,if you insist,굳이 원하신다면,145.0,secured,보증된
34,alternatively,"그렇지 않으면, 그 대신에",90.0,I'll bet,장담하건대,146.0,confiscate,"압수하다, 몰수하다"
35,attentive,"주의 깊은, 세심한",91.0,locally,장소상으로,147.0,counterfeit,"가짜, 모조품"
36,convert,"전환하다, 변환하다",92.0,pay off,"빚을 다 갚다, 이익이 되다",148.0,trust company,"신탁 회사, 신탁 은행"
37,heavily,"몹시, 심하게",93.0,perhaps,"아마, 어쩌면",149.0,credit money to one's account,~의 계좌에 돈을 입금하다
38,loan,"대출, 대출금",94.0,put in,"예금하다, 투자하다",150.0,on standby,대기 중인
39,unexpected,예기치 않은,95.0,savings,저축,151.0,deterrent,"제지하는 것, 방해물"
40,cash,현금으로 바꾸다,96.0,short-term deposit,단기예금,152.0,bounce,(수표 등이) 부도가 나 되돌아오다
41,mortgage,(담보) 대출,97.0,the following day,그 다음날,153.0,fortnight,2주간
42,payable,지불해야 하는,98.0,until the first next month,다음달 1일까지,154.0,contender,"도전자, 경쟁자"
43,personal,개인의,99.0,across from,~에 바로 맞은편에,155.0,overdrawn,잔액이 부족한
44,practice,"관행, 관례, 연습하다, 실습하다",100.0,alarming,"걱정스러운, 두려움",156.0,deposit slip,예금 전표
45,at the earliest,아무리 빨라도,101.0,anymore,"이제는, 더 이상은",157.0,take out a loan,융자를 받다
46,at the same time,동시에,102.0,at a time,"한 번에, 동시에",158.0,credible,"신용할 수 있는, 확실한"
47,at this point,이 시점에서,103.0,indeed,"실로, 정말",159.0,belatedly,뒤늦게
48,audition,"심사, 오디션",104.0,otherwise,"다르게, 달리, 만약 그렇지 않으면",160.0,spurious,"허위의, 잘못된"
49,automatic payment,자동 납부,105.0,owing to,~로 인하여,161.0,make a withdrawal,돈을 인출하다
50,banker,은행원,106.0,partial,"부분적인, 편파적인",162.0,redemption,"구원, 구함"
51,banking,"은행 업무, 은행업",107.0,pay out,"지불하다, 치르다",163.0,crash,(주가의) 폭락
52,be used to -ing,~에 익숙하다,108.0,receptive,수용하다,164.0,take out insurance on,~에 보험을 들다
53,by the end of the year,연말까지,109.0,simplify,간소화하다,165.0,curb,억제하다
54,by this time,지금쯤,110.0,someday,"언젠가, 머지않다",166.0,be held up,잡히다; 지연되다
55,clerk,"사원, 점원",111.0,turn down,거절하다,167.0,cluster,무리
56,cozy,아늑한,112.0,twofold,"두 배로, 이중으로, 두 배의, 이중의",168.0,accrue,"축적하다, 모으다"
DAY27,,,,,,,,
,,,,,,,,
1,investment,"투자, 투자금",57.0,accuracy,정확도,113.0,reluctance,마지못해 함
2,lucrative,"수익성 있는, 돈벌이가 되는",58.0,biased,편향된,114.0,reviewer,"논평가, 비평가"
3,inherently,본질적으로,59.0,goal,목표,115.0,take pride in,~을 자랑하다
4,secure,"확보하다, 얻어내다, 안전하게 지키다, 고정시키다",60.0,lose,분실하다,116.0,threaten,"위협하다, ~할 우려가 있다"
5,foreseeable,예견할 수 있는,61.0,owner,"주인, 소유주",117.0,venture,"모험, (위험을 무릎 쓰고) 가다"
6,innate,타고난,62.0,risky,위험한,118.0,branch office(=satellite office),"지점, 지사"
7,property,재산,63.0,somewhat,"다소, 얼마간",119.0,confusion,혼란
8,on behalf of,~을 대신해서,64.0,tight,"단단한, 꽉 조여있는",120.0,controversy,논란
9,lease,임대차(계약),65.0,truly,"정말로, 진심으로",121.0,cost analysis,비용분석
10,sponsor,"후원하다, 후원자",66.0,usual,"흔히 있는, 보통의",122.0,faintly,희미하게
11,propose,제안하다,67.0,wait,"기다리다, 기다림",123.0,input,투입
12,support,"후원, 원조, 지지, 지원하다, 후원하다, 살게하다,
(생명·기력 등을)유지하다",68.0,worry,걱정하다,124.0,investor,투자가
13,distribution,"분배, 배급",69.0,at one's disposal,"~마음대로, ~뜻대로",125.0,legacy,"유산, 유물"
14,consider,고려하다,70.0,be reluctant to do,~하기를 꺼리다,126.0,meet the expenses,경비를 대다
15,nearly,"거의, 대략",71.0,believe it or not,믿거나 말거나,127.0,on a regular basis,정기적으로
16,consent,"동의, 허락",72.0,blame A on B,A를 B의 탓으로 돌리다,128.0,on one's own account,"혼자서, 자신의 이익을 위해서"
17,gratitude,"고마움, 감사",73.0,call on urgent meeting,비상 회의를 소집하다,129.0,pioneer,"개척자, 선구자"
18,consult,"상의하다, 상담하다",74.0,call for some assistance,도움을 청하다,130.0,projected,예상된
19,advice,"조언, 충고",75.0,circumstances,"상황, 환경",131.0,reexamine,재검사하다
20,partially,"부분적으로, 일부분은",76.0,cutback,삭감,132.0,repetitive,반복적인
21,evident,"분명한, 명백한",77.0,emergency evacuation,비상대피,133.0,set up a business,사업을 시작하다
22,reliability,"신뢰도, 믿음직함",78.0,festive,축제의,134.0,strength,"힘, 장점"
23,cautious,"조심하는, 신중한",79.0,frustrate,좌절시키다,135.0,take precautions,조심하다
24,insight,"식견, 통찰력",80.0,get rid of,~을 제거하다,136.0,throw out(=throw away),버리다
25,portfolio,"포트폴리오, 투자 자산 구성",81.0,give it a try,시도하다,137.0,dividend,배당금
26,possible,"가능한, 있음 직한",82.0,have reason to do,~할 이유가 있다,138.0,devastate,황폐 시키다
27,speculation,추측,83.0,hazardous,위험한,139.0,deliberately,고의로
28,solely,전적으로,84.0,in private,비밀리에,140.0,deflate,(물가를) 끌어내리다
29,entrepreneur,사업가,85.0,in the distance past,훨씬 이전에,141.0,evoke,(기억 등을) 일깨우다
30,eventually,"결국, 마침내",86.0,intake,(음식의) 섭취,142.0,speculate,추측하다
31,shareholder,주주,87.0,leaky,(액체 등이) 세는,143.0,accredit,승인하다
32,outlook,전망,88.0,look for,~을 찾다,144.0,start-up cost,착수 비용
33,stability,"안정, 안정성",89.0,organize a picnic,소풍을 준비하다,145.0,cost estimate,원가 견적
34,bond,채권,90.0,pair up with,~와 짝이 되다,146.0,impair,손상시키다
35,depreciation,"가치 하락, 화폐의 구매력 저하",91.0,reflection,"(거울 등에 비친) 상, 반영",147.0,fictitious,"허구의, 지어낸"
36,increasing,증가하는,92.0,self-esteem,자부심,148.0,unbiased,"선입견 없는, 편견 없는"
37,prevalent,"유행하고 있는, 널리 퍼진",93.0,show off,과시하다,149.0,property line,토지 경계선
38,rapid,"빠른, 신속한",94.0,sponsored by,~의 후원을 받은,150.0,devalued,평가 절하된
39,unprecedented,전례 없는,95.0,stock market,주식시장,151.0,manipulation,"조작, 시장 조작"
40,yield,"(이윤을) 가져오다, 산출하다",96.0,supporting,"지지하는, 후원하는",152.0,faithfully,충실하게; 정확히
41,challenge,"도전, 도전하다",97.0,tear,찢다,153.0,overhaul,"점검, 정비"
42,comfort,"위로하다, 위로",98.0,unconditionally,무조건적으로,154.0,unbeatable,(가격·가치 등이) 더 이상 좋을 수 없는
43,compact,소형의,99.0,abundantly,"풍부하게, 아주 분명한",155.0,approximation,근사치
44,data,자료,100.0,additionally,게다가,156.0,attainable,이룰 수 있는
45,distance,거리,101.0,ambitious,야심 있는,157.0,well-balanced,균형이 잡힌
46,elementary,"기본이 되는, 초보의",102.0,cautiously,조심스럽게,158.0,wipe off,~을 없애다
47,extra,추가의,103.0,considerate,"사려 깊은, 배려하는",159.0,courteousness,"예의 바름, 공손함"
48,fake,"위조의, 모조품",104.0,consultation,"상담, 협의",160.0,in the vicinity of,~의 부근에
49,joint,공동의,105.0,effectively,효과적으로,161.0,set aside,챙겨두다
50,listen to,~을 듣다,106.0,favored,호의를 사고 있는,162.0,disparately,본질적으로 다르게
51,mentor,조언자,107.0,impractical,"비현실적인, 비실용적인",163.0,outweigh,(가치∙중요성이) ~보다 크다
52,network,망,108.0,improper,"부당한, 부도덕한",164.0,play a role in,~에 한 몫을 하다
53,relaxing,긴장을 풀어 주는,109.0,insecure,"불안한, 확신이 안가는",165.0,outlying,"외진, 변경의"
54,rental car,임대 자동차,110.0,insecurely,불안하여,166.0,dispatch,(소포 등을) 발송하다
55,single,단 하나의,111.0,justify,정당화하다,167.0,untimely,"때 이른, 시기상조의"
56,soon,곧,112.0,reduced,"축소한, 감소한",168.0,take steps,조치를 취하다
DAY28,,,,,,,,
,,,,,,,,
